Landsat Product Identifier L2;Landsat Product Identifier L1;Landsat Scene Identifier;Date Acquired;Collection Category;Collection Number;WRS Path;WRS Row;Target WRS Path;Target WRS Row;Nadir/Off Nadir;Roll Angle;Date Product Generated L2;Date Product Generated L1;Start Time;Stop Time;Station Identifier;Day/Night Indicator;Land Cloud Cover;Scene Cloud Cover L1;Ground Control Points Model;Ground Control Points Version;Geometric RMSE Model;Geometric RMSE Model X;Geometric RMSE Model Y;Processing Software Version;Sun Elevation L0RA;Sun Azimuth L0RA;TIRS SSM Model;Data Type L2;Sensor Identifier;Satellite;Product Map Projection L1;UTM Zone;Datum;Ellipsoid;Scene Center Lat DMS;Scene Center Long DMS;Corner Upper Left Lat DMS;Corner Upper Left Long DMS;Corner Upper Right Lat DMS;Corner Upper Right Long DMS;Corner Lower Left Lat DMS;Corner Lower Left Long DMS;Corner Lower Right Lat DMS;Corner Lower Right Long DMS;Scene Center Latitude;Scene Center Longitude;Corner Upper Left Latitude;Corner Upper Left Longitude;Corner Upper Right Latitude;Corner Upper Right Longitude;Corner Lower Left Latitude;Corner Lower Left Longitude;Corner Lower Right Latitude;Corner Lower Right Longitude;Display ID;Entity ID
LC08_L2SP_196029_20140717_20200911_02_T1;LC08_L1TP_196029_20140717_20200911_02_T1;LC81960292014198LGN01;17/07/2014;T1;2;196;29;196;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-17 10:23:05.596538;2014-07-17 10:23:37.366534;LGN;DAY;   1.14;   1.14;1405;5;    3.530;    2.165;    2.788;LPGS_15.3.1c;61.18116303;137.79366296;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.46""N";"5°22'43.46""E";"45°40'27.62""N";"3°56'41.93""E";"45°36'42.48""N";"6°53'42.18""E";"43°34'24.35""N";"3°54'41.40""E";"43°30'55.01""N";"6°45'26.68""E"; 44.60846;   5.37874; 45.67434;   3.94498; 45.61180;   6.89505; 43.57343;   3.91150; 43.51528;   6.75741;LC08_L2SP_196029_20140717_20200911_02_T1;LC81960292014198LGN01
LC08_L2SP_199027_20140722_20200911_02_T1;LC08_L1TP_199027_20140722_20200911_02_T1;LC81990272014203LGN01;22/07/2014;T1;2;199;27;199;27;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-22 10:40:50.410069;2014-07-22 10:41:22.180065;LGN;DAY;  64.86;  64.86;176;5;    7.322;    5.512;    4.820;LPGS_15.3.1c;58.51917895;143.08071385;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.80""N";"1°48'26.50""E";"48°29'58.99""N";"0°10'28.96""E";"48°32'01.50""N";"3°23'14.68""E";"46°20'14.32""N";"0°17'17.41""E";"46°22'07.93""N";"3°22'18.59""E"; 47.44911;   1.80736; 48.49972;   0.17471; 48.53375;   3.38741; 46.33731;   0.28817; 46.36887;   3.37183;LC08_L2SP_199027_20140722_20200911_02_T1;LC81990272014203LGN01
LC08_L2SP_199028_20140722_20200911_02_T1;LC08_L1TP_199028_20140722_20200911_02_T1;LC81990282014203LGN01;22/07/2014;T1;2;199;28;199;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-22 10:41:14.292634;2014-07-22 10:41:46.06263;LGN;DAY;  45.40;  45.40;246;5;    7.020;    5.299;    4.604;LPGS_15.3.1c;59.45209427;140.91186993;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.57""N";"1°16'05.45""E";"47°04'26.98""N";"0°20'02""W";"47°07'21.11""N";"2°47'58.60""E";"44°54'34.24""N";"0°12'22.54""W";"44°57'15.73""N";"2°48'26.28""E"; 46.02988;   1.26818; 47.07416;  -0.33389; 47.12253;   2.79961; 44.90951;  -0.20626; 44.95437;   2.80730;LC08_L2SP_199028_20140722_20200911_02_T1;LC81990282014203LGN01
LC08_L2SP_197028_20140724_20200911_02_T1;LC08_L1TP_197028_20140724_20200911_02_T1;LC81970282014205LGN01;24/07/2014;T1;2;197;28;197;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-24 10:28:52.644546;2014-07-24 10:29:24.414542;LGN;DAY;  16.71;  16.71;777;5;    5.887;    4.136;    4.190;LPGS_15.3.1c;59.08480441;141.26438148;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.82""N";"4°21'40.64""E";"47°05'34.51""N";"2°51'18.22""E";"47°03'21.10""N";"5°54'59.83""E";"44°58'24.10""N";"2°51'37.80""E";"44°56'20.11""N";"5°48'26.57""E"; 46.02995;   4.36129; 47.09292;   2.85506; 47.05586;   5.91662; 44.97336;   2.86050; 44.93892;   5.80738;LC08_L2SP_197028_20140724_20200911_02_T1;LC81970282014205LGN01
LC08_L2SP_197029_20140724_20200911_02_T1;LC08_L1TP_197029_20140724_20200911_02_T1;LC81970292014205LGN01;24/07/2014;T1;2;197;29;197;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-24 10:29:16.535583;2014-07-24 10:29:48.305579;LGN;DAY;  23.73;  23.73;747;5;    5.970;    4.017;    4.416;LPGS_15.3.1c;59.98815458;139.03453655;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.45""N";"3°50'37.82""E";"45°40'06.20""N";"2°21'56.88""E";"45°38'45.53""N";"5°20'58.99""E";"43°32'34.84""N";"2°23'18.67""E";"43°31'19.92""N";"5°15'56.34""E"; 44.60818;   3.84384; 45.66839;   2.36580; 45.64598;   5.34972; 43.54301;   2.38852; 43.52220;   5.26565;LC08_L2SP_197029_20140724_20200911_02_T1;LC81970292014205LGN01
LC08_L2SP_195028_20140726_20200911_02_T1;LC08_L1TP_195028_20140726_20200911_02_T1;LC81950282014207LGN01;26/07/2014;T1;2;195;28;195;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-26 10:16:32.250441;2014-07-26 10:17:04.020437;LGN;DAY;  93.62;  93.62;59;5;    7.176;    5.241;    4.902;LPGS_15.3.1c;58.70119150;141.64332165;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'47.75""N";"7°26'55.72""E";"47°04'36.19""N";"5°51'06.12""E";"47°07'12""N";"8°58'53.54""E";"44°54'42.05""N";"5°58'20.10""E";"44°57'06.59""N";"8°58'56.10""E"; 46.02993;   7.44881; 47.07672;   5.85170; 47.12000;   8.98154; 44.91168;   5.97225; 44.95183;   8.98225;LC08_L2SP_195028_20140726_20200911_02_T1;LC81950282014207LGN01
LC08_L2SP_195029_20140726_20200911_02_T1;LC08_L1TP_195029_20140726_20200911_02_T1;LC81950292014207LGN01;26/07/2014;T1;2;195;29;195;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-26 10:16:56.141478;2014-07-26 10:17:27.911474;LGN;DAY;  53.16;  52.00;601;5;    5.852;    3.880;    4.380;LPGS_15.3.1c;59.61238881;139.45306560;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'29.52""N";"6°55'52.90""E";"45°39'00.50""N";"5°22'00.05""E";"45°42'23.26""N";"8°24'55.69""E";"43°29'08.23""N";"5°29'56.98""E";"43°32'16.30""N";"8°26'12.62""E"; 44.60820;   6.93136; 45.65014;   5.36668; 45.70646;   8.41547; 43.48562;   5.49916; 43.53786;   8.43684;LC08_L2SP_195029_20140726_20200911_02_T1;LC81950292014207LGN01
LC08_L2SP_195030_20140726_20200911_02_T1;LC08_L1TP_195030_20140726_20200911_02_T1;LC81950302014207LGN01;26/07/2014;T1;2;195;30;195;30;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-26 10:17:20.028279;2014-07-26 10:17:51.798275;LGN;DAY;  10.83;   4.54;785;5;    5.419;    3.272;    4.320;LPGS_15.3.1c;60.48465477;137.16225983;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'05.39""N";"6°26'01.93""E";"44°13'18.88""N";"4°53'59.75""E";"44°17'24.11""N";"7°52'37.02""E";"42°03'19.12""N";"5°02'32.75""E";"42°07'06.53""N";"7°54'57.96""E"; 43.18483;   6.43387; 44.22191;   4.89993; 44.29003;   7.87695; 42.05531;   5.04243; 42.11848;   7.91610;LC08_L2SP_195030_20140726_20200911_02_T1;LC81950302014207LGN01
LC08_L2SP_198027_20140731_20200911_02_T1;LC08_L1TP_198027_20140731_20200911_02_T1;LC81980272014212LGN01;31/07/2014;T1;2;198;27;198;27;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-31 10:34:44.717382;2014-07-31 10:35:16.487378;LGN;DAY;  30.67;  30.67;418;5;    7.059;    4.904;    5.077;LPGS_15.3.1c;56.70017194;144.70641835;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.77""N";"3°20'30.88""E";"48°30'31.75""N";"1°45'30.35""E";"48°29'57.08""N";"4°56'18.64""E";"46°22'07.18""N";"1°48'28.04""E";"46°21'34.99""N";"4°51'41.29""E"; 47.44938;   3.34191; 48.50882;   1.75843; 48.49919;   4.93851; 46.36866;   1.80779; 46.35972;   4.86147;LC08_L2SP_198027_20140731_20200911_02_T1;LC81980272014212LGN01
LC08_L2SP_198028_20140731_20200911_02_T1;LC08_L1TP_198028_20140731_20200911_02_T1;LC81980282014212LGN01;31/07/2014;T1;2;198;28;198;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-31 10:35:08.608419;2014-07-31 10:35:40.378415;LGN;DAY;  30.88;  30.88;411;5;    6.499;    4.551;    4.640;LPGS_15.3.1c;57.66620273;142.70625172;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.74""N";"2°48'09.65""E";"47°05'06.14""N";"1°15'01.51""E";"47°05'25.84""N";"4°20'42.90""E";"44°56'21.95""N";"1°19'00.55""E";"44°56'40.20""N";"4°17'39.05""E"; 46.02965;   2.80268; 47.08504;   1.25042; 47.09051;   4.34525; 44.93943;   1.31682; 44.94450;   4.29418;LC08_L2SP_198028_20140731_20200911_02_T1;LC81980282014212LGN01
LC08_L2SP_198029_20140731_20200911_02_T1;LC08_L1TP_198029_20140731_20200911_02_T1;LC81980292014212LGN01;31/07/2014;T1;2;198;29;198;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-07-31 10:35:32.49522;2014-07-31 10:36:04.265216;LGN;DAY;  23.43;  23.43;528;5;    6.026;    4.210;    4.312;LPGS_15.3.1c;58.59912418;140.62005282;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.27""N";"2°17'07.58""E";"45°39'32.36""N";"0°45'36.47""E";"45°40'41.84""N";"3°46'45.88""E";"43°30'38.74""N";"0°50'28.21""E";"43°31'43.21""N";"3°45'04.25""E"; 44.60813;   2.28544; 45.65899;   0.76013; 45.67829;   3.77941; 43.51076;   0.84117; 43.52867;   3.75118;LC08_L2SP_198029_20140731_20200911_02_T1;LC81980292014212LGN01
LC08_L2SP_196028_20140802_20200911_02_T1;LC08_L1TP_196028_20140802_20200911_02_T1;LC81960282014214LGN02;02/08/2014;T1;2;196;28;196;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-02 10:22:48.30335;2014-08-02 10:23:20.073346;LGN;DAY;  78.05;  78.05;126;5;    6.248;    4.599;    4.230;LPGS_15.3.1c;57.22849774;143.16882894;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.88""N";"5°53'21.70""E";"47°06'00.90""N";"4°25'56.89""E";"47°01'21.50""N";"7°27'02.52""E";"45°00'10.51""N";"4°22'45.26""E";"44°55'50.70""N";"7°17'09.13""E"; 46.02969;   5.88936; 47.10025;   4.43247; 47.02264;   7.45070; 45.00292;   4.37924; 44.93075;   7.28587;LC08_L2SP_196028_20140802_20200911_02_T1;LC81960282014214LGN02
LC08_L2SP_196029_20140802_20200911_02_T1;LC08_L1TP_196029_20140802_20200911_02_T1;LC81960292014214LGN02;02/08/2014;T1;2;196;29;196;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-02 10:23:12.185915;2014-08-02 10:23:43.955911;LGN;DAY;  74.00;  74.00;348;5;    6.524;    4.438;    4.782;LPGS_15.3.1c;58.17063323;141.12536107;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.31""N";"5°22'20.10""E";"45°40'27.73""N";"3°56'28.07""E";"45°36'43.42""N";"6°53'14.53""E";"43°34'24.46""N";"3°54'28.01""E";"43°30'55.87""N";"6°45'00""E"; 44.60842;   5.37225; 45.67437;   3.94113; 45.61206;   6.88737; 43.57346;   3.90778; 43.51552;   6.75000;LC08_L2SP_196029_20140802_20200911_02_T1;LC81960292014214LGN02
LC08_L2SP_199027_20140807_20200911_02_T1;LC08_L1TP_199027_20140807_20200911_02_T1;LC81990272014219LGN01;07/08/2014;T1;2;199;27;199;27;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-07 10:40:59.37234;2014-08-07 10:41:31.142336;LGN;DAY;  71.35;  71.35;67;5;    9.168;    6.547;    6.418;LPGS_15.3.1c;55.06750355;146.28238851;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.41""N";"1°47'23.57""E";"48°29'57.19""N";"0°09'15.95""E";"48°32'01.72""N";"3°22'16.18""E";"46°20'12.62""N";"0°16'07.32""E";"46°22'08.11""N";"3°21'22.43""E"; 47.44928;   1.78988; 48.49922;   0.15443; 48.53381;   3.37116; 46.33684;   0.26870; 46.36892;   3.35623;LC08_L2SP_199027_20140807_20200911_02_T1;LC81990272014219LGN01
LC08_L2SP_199028_20140807_20200911_02_T1;LC08_L1TP_199028_20140807_20200911_02_T1;LC81990282014219LGN01;07/08/2014;T1;2;199;28;199;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-07 10:41:23.263377;2014-08-07 10:41:55.033373;LGN;DAY;  71.21;  71.21;94;5;    7.896;    5.317;    5.837;LPGS_15.3.1c;56.06419619;144.42300581;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.42""N";"1°15'02.02""E";"47°04'25.32""N";"0°20'58.81""W";"47°07'20.96""N";"2°46'47.39""E";"44°54'32.69""N";"0°13'17.15""W";"44°57'15.62""N";"2°47'17.81""E"; 46.02956;   1.25056; 47.07370;  -0.34967; 47.12249;   2.77983; 44.90908;  -0.22143; 44.95434;   2.78828;LC08_L2SP_199028_20140807_20200911_02_T1;LC81990282014219LGN01
LC08_L2SP_197028_20140809_20200911_02_T1;LC08_L1TP_197028_20140809_20200911_02_T1;LC81970282014221LGN01;09/08/2014;T1;2;197;28;197;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-09 10:29:02.382186;2014-08-09 10:29:34.152183;LGN;DAY;  51.56;  51.56;367;5;    6.098;    4.029;    4.578;LPGS_15.3.1c;55.57713297;144.95137653;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.78""N";"4°20'24.61""E";"47°05'34.40""N";"2°50'07.08""E";"47°03'23.26""N";"5°53'34.62""E";"44°58'14.27""N";"2°50'29.33""E";"44°56'12.41""N";"5°47'04.09""E"; 46.02966;   4.34017; 47.09289;   2.83530; 47.05646;   5.89295; 44.97063;   2.84148; 44.93678;   5.78447;LC08_L2SP_197028_20140809_20200911_02_T1;LC81970282014221LGN01
LC08_L2SP_197029_20140809_20200911_02_T1;LC08_L1TP_197029_20140809_20200911_02_T1;LC81970292014221LGN01;09/08/2014;T1;2;197;29;197;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-09 10:29:26.264751;2014-08-09 10:29:58.034748;LGN;DAY;  53.67;  53.67;735;5;    4.681;    3.060;    3.543;LPGS_15.3.1c;56.55449470;143.05955386;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.20""N";"3°49'22.58""E";"45°40'05.74""N";"2°20'33.68""E";"45°38'46.93""N";"5°19'49.76""E";"43°32'34.40""N";"2°21'58.46""E";"43°31'21.22""N";"5°14'49.56""E"; 44.60839;   3.82294; 45.66826;   2.34269; 45.64637;   5.33049; 43.54289;   2.36624; 43.52256;   5.24710;LC08_L2SP_197029_20140809_20200911_02_T1;LC81970292014221LGN01
LC08_L2SP_195028_20140811_20200911_02_T1;LC08_L1TP_195028_20140811_20200911_02_T1;LC81950282014223LGN01;11/08/2014;T1;2;195;28;195;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-11 10:16:41.378149;2014-08-11 10:17:13.148145;LGN;DAY;  83.61;  83.61;134;5;    6.312;    4.135;    4.768;LPGS_15.3.1c;55.07642385;145.49270260;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"46°01'46.42""N";"7°25'46.02""E";"47°04'34.21""N";"5°49'55.09""E";"47°07'12""N";"8°57'42.37""E";"44°54'40.25""N";"5°57'11.77""E";"44°57'06.59""N";"8°57'47.66""E"; 46.02956;   7.42945; 47.07617;   5.83197; 47.12000;   8.96177; 44.91118;   5.95327; 44.95183;   8.96324;LC08_L2SP_195028_20140811_20200911_02_T1;LC81950282014223LGN01
LC08_L2SP_195029_20140811_20200911_02_T1;LC08_L1TP_195029_20140811_20200911_02_T1;LC81950292014223LGN01;11/08/2014;T1;2;195;29;195;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-11 10:17:05.260714;2014-08-11 10:17:37.03071;LGN;DAY;  51.94;  50.86;917;5;    4.434;    3.073;    3.197;LPGS_15.3.1c;56.06434286;143.64458025;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"44°36'29.81""N";"6°54'44.50""E";"45°38'58.31""N";"5°20'50.89""E";"45°42'22.90""N";"8°23'46.32""E";"43°29'06.18""N";"5°28'50.30""E";"43°32'15.97""N";"8°25'05.77""E"; 44.60828;   6.91236; 45.64953;   5.34747; 45.70636;   8.39620; 43.48505;   5.48064; 43.53777;   8.41827;LC08_L2SP_195029_20140811_20200911_02_T1;LC81950292014223LGN01
LC08_L2SP_195030_20140811_20200911_02_T1;LC08_L1TP_195030_20140811_20200911_02_T1;LC81950302014223LGN01;11/08/2014;T1;2;195;30;195;30;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-11 10:17:29.151751;2014-08-11 10:18:00.921747;LGN;DAY;  10.07;   5.37;1048;5;    4.034;    2.521;    3.149;LPGS_15.3.1c;57.02274569;141.71721561;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;32;WGS84;WGS84;"43°11'04.74""N";"6°24'53.46""E";"44°13'15.96""N";"4°52'38.82""E";"44°17'23.32""N";"7°51'15.80""E";"42°03'16.42""N";"5°01'14.59""E";"42°07'05.81""N";"7°53'39.59""E"; 43.18465;   6.41485; 44.22110;   4.87745; 44.28981;   7.85439; 42.05456;   5.02072; 42.11828;   7.89433;LC08_L2SP_195030_20140811_20200911_02_T1;LC81950302014223LGN01
LC08_L2SP_198027_20140816_20200911_02_T1;LC08_L1TP_198027_20140816_20200911_02_T1;LC81980272014228LGN01;16/08/2014;T1;2;198;27;198;27;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-16 10:34:51.078845;2014-08-16 10:35:22.848841;LGN;DAY;  38.52;  38.52;214;5;    8.107;    5.826;    5.637;LPGS_15.3.1c;52.71755453;148.58224487;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'57.12""N";"3°19'58.44""E";"48°30'31.43""N";"1°45'01.12""E";"48°29'57.80""N";"4°55'34.79""E";"46°22'06.89""N";"1°47'59.96""E";"46°21'35.68""N";"4°50'59.21""E"; 47.44920;   3.33290; 48.50873;   1.75031; 48.49939;   4.92633; 46.36858;   1.79999; 46.35991;   4.84978;LC08_L2SP_198027_20140816_20200911_02_T1;LC81980272014228LGN01
LC08_L2SP_198028_20140816_20200911_02_T1;LC08_L1TP_198028_20140816_20200911_02_T1;LC81980282014228LGN01;16/08/2014;T1;2;198;28;198;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-16 10:35:14.969882;2014-08-16 10:35:46.739878;LGN;DAY;  39.46;  39.46;299;5;    6.837;    4.943;    4.724;LPGS_15.3.1c;53.75743489;146.90661882;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.06""N";"2°47'37.28""E";"47°05'05.50""N";"1°14'18.85""E";"47°05'26.16""N";"4°20'14.46""E";"44°56'21.34""N";"1°18'19.51""E";"44°56'40.52""N";"4°17'11.69""E"; 46.02946;   2.79369; 47.08486;   1.23857; 47.09060;   4.33735; 44.93926;   1.30542; 44.94459;   4.28658;LC08_L2SP_198028_20140816_20200911_02_T1;LC81980282014228LGN01
LC08_L2SP_198029_20140816_20200911_02_T1;LC08_L1TP_198029_20140816_20200911_02_T1;LC81980292014228LGN01;16/08/2014;T1;2;198;29;198;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-16 10:35:38.848211;2014-08-16 10:36:10.618207;LGN;DAY;  42.73;  42.73;309;5;    6.855;    4.777;    4.917;LPGS_15.3.1c;54.77209850;145.16782375;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.28""N";"2°16'36.01""E";"45°39'31.82""N";"0°45'08.75""E";"45°40'42.06""N";"3°46'18.12""E";"43°30'38.23""N";"0°50'01.54""E";"43°31'43.39""N";"3°44'37.54""E"; 44.60841;   2.27667; 45.65884;   0.75243; 45.67835;   3.77170; 43.51062;   0.83376; 43.52872;   3.74376;LC08_L2SP_198029_20140816_20200911_02_T1;LC81980292014228LGN01
LC08_L2SP_196028_20140818_20200911_02_T1;LC08_L1TP_196028_20140818_20200911_02_T1;LC81960282014230LGN01;18/08/2014;T1;2;196;28;196;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-18 10:22:53.660837;2014-08-18 10:23:25.430834;LGN;DAY;  14.68;  14.68;720;5;    4.926;    3.370;    3.593;LPGS_15.3.1c;53.21099682;147.48502668;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.56""N";"5°53'04.78""E";"47°06'01.08""N";"4°25'42.67""E";"47°01'22.08""N";"7°26'48.34""E";"45°00'10.69""N";"4°22'31.58""E";"44°55'51.24""N";"7°16'55.49""E"; 46.02960;   5.88466; 47.10030;   4.42852; 47.02280;   7.44676; 45.00297;   4.37544; 44.93090;   7.28208;LC08_L2SP_196028_20140818_20200911_02_T1;LC81960282014230LGN01
LC08_L2SP_196029_20140818_20200911_02_T1;LC08_L1TP_196029_20140818_20200911_02_T1;LC81960292014230LGN01;18/08/2014;T1;2;196;29;196;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-18 10:23:17.547638;2014-08-18 10:23:49.317635;LGN;DAY;   0.42;   0.42;1413;5;    3.369;    2.145;    2.598;LPGS_15.3.1c;54.23680369;145.78849391;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'29.02""N";"5°22'02.78""E";"45°40'27.98""N";"3°56'00.35""E";"45°36'43.88""N";"6°53'00.71""E";"43°34'24.67""N";"3°54'01.26""E";"43°30'56.30""N";"6°44'46.68""E"; 44.60806;   5.36744; 45.67444;   3.93343; 45.61219;   6.88353; 43.57352;   3.90035; 43.51564;   6.74630;LC08_L2SP_196029_20140818_20200911_02_T1;LC81960292014230LGN01
LC08_L2SP_199027_20140823_20200911_02_T1;LC08_L1TP_199027_20140823_20200911_02_T1;LC81990272014235LGN01;23/08/2014;T1;2;199;27;199;27;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-23 10:41:02.620292;2014-08-23 10:41:34.390288;LGN;DAY;  89.59;  89.59;34;5;    8.648;    6.824;    5.313;LPGS_15.3.1c;50.70823244;150.50301846;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"47°26'56.72""N";"1°47'34.62""E";"48°29'57.55""N";"0°09'30.56""E";"48°32'01.64""N";"3°22'30.79""E";"46°20'12.98""N";"0°16'21.36""E";"46°22'08.08""N";"3°21'36.47""E"; 47.44909;   1.79295; 48.49932;   0.15849; 48.53379;   3.37522; 46.33694;   0.27260; 46.36891;   3.36013;LC08_L2SP_199027_20140823_20200911_02_T1;LC81990272014235LGN01
LC08_L2SP_199028_20140823_20200911_02_T1;LC08_L1TP_199028_20140823_20200911_02_T1;LC81990282014235LGN01;23/08/2014;T1;2;199;28;199;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-23 10:41:26.502857;2014-08-23 10:41:58.272853;LGN;DAY;  91.85;  91.85;34;5;    9.279;    6.278;    6.833;LPGS_15.3.1c;51.78224942;148.96760570;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'47.46""N";"1°15'13.97""E";"47°04'25.72""N";"0°20'44.63""W";"47°07'21""N";"2°47'01.64""E";"44°54'33.08""N";"0°13'03.50""W";"44°57'15.66""N";"2°47'31.49""E"; 46.02985;   1.25388; 47.07381;  -0.34573; 47.12250;   2.78379; 44.90919;  -0.21764; 44.95435;   2.79208;LC08_L2SP_199028_20140823_20200911_02_T1;LC81990282014235LGN01
LC08_L2SP_197028_20140825_20200911_02_T1;LC08_L1TP_197028_20140825_20200911_02_T1;LC81970282014237LGN01;25/08/2014;T1;2;197;28;197;28;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-25 10:29:04.854942;2014-08-25 10:29:36.624938;LGN;DAY;  78.77;  78.77;383;5;    5.730;    4.029;    4.074;LPGS_15.3.1c;51.19459906;149.56161021;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"46°01'46.13""N";"4°20'44.38""E";"47°05'34.44""N";"2°50'21.30""E";"47°03'22.54""N";"5°54'03.02""E";"44°58'14.30""N";"2°50'43.04""E";"44°56'11.76""N";"5°47'31.42""E"; 46.02948;   4.34566; 47.09290;   2.83925; 47.05626;   5.90084; 44.97064;   2.84529; 44.93660;   5.79206;LC08_L2SP_197028_20140825_20200911_02_T1;LC81970282014237LGN01
LC08_L2SP_197029_20140825_20200911_02_T1;LC08_L1TP_197029_20140825_20200911_02_T1;LC81970292014237LGN01;25/08/2014;T1;2;197;29;197;29;NADIR;   0.000;11/09/2020;11/09/2020;2014-08-25 10:29:28.733271;2014-08-25 10:30:00.503267;LGN;DAY;  48.70;  48.70;934;5;    4.952;    3.329;    3.666;LPGS_15.3.1c;52.25783550;148.01307479;ACTUAL;OLI_TIRS_L2SP;OLI_TIRS;8;UTM;31;WGS84;WGS84;"44°36'30.38""N";"3°49'43.10""E";"45°40'05.88""N";"2°21'01.44""E";"45°38'46.68""N";"5°20'03.59""E";"43°32'34.55""N";"2°22'25.18""E";"43°31'20.96""N";"5°15'02.92""E"; 44.60844;   3.82864; 45.66830;   2.35040; 45.64630;   5.33433; 43.54293;   2.37366; 43.52249;   5.25081;LC08_L2SP_197029_20140825_20200911_02_T1;LC81970292014237LGN01
